id,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
11345,28,Private,354095,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
11346,17,Local-gov,308901,11th,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
11347,24,State-gov,208826,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,99,England,<=50K
11348,20,Private,369677,10th,Separated,Sales,Not-in-family,White,Female,0,0,36,United-States,<=50K
11350,44,Private,239723,Some-college,Married-spouse-absent,Craft-repair,Unmarried,White,Female,1506,0,45,United-States,<=50K
11351,57,Private,231232,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11352,22,Private,320451,Some-college,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,0,0,24,India,<=50K
11353,41,Private,38397,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
11354,51,Self-emp-inc,189183,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
11355,46,Local-gov,199281,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
11356,52,Private,286342,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
11358,26,Self-emp-inc,176981,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,50,United-States,<=50K
11359,17,Private,117549,10th,Never-married,Sales,Other-relative,Black,Female,0,0,12,United-States,<=50K
11360,64,Private,254797,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
11362,28,Self-emp-not-inc,182826,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
11363,51,Private,136224,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
11364,39,Self-emp-not-inc,134475,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,0,1762,40,United-States,<=50K
11365,48,Private,272778,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
11367,47,Private,110243,11th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
11368,52,Private,202071,HS-grad,Widowed,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
11369,58,Private,197642,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
11370,19,Private,125591,11th,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
11372,23,Private,238831,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
11373,31,Private,182177,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Yugoslavia,<=50K
11376,32,Private,207685,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,Black,Female,3908,0,40,United-States,<=50K
11377,50,Private,222020,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11378,18,Private,243240,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,37,United-States,<=50K
11379,26,Private,158734,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
11380,36,Private,257691,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
11381,26,Private,144483,Assoc-voc,Divorced,Sales,Own-child,White,Female,594,0,35,United-States,<=50K
11382,19,Private,209826,Some-college,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
11384,54,Private,133050,Some-college,Never-married,Sales,Not-in-family,Black,Male,0,0,41,United-States,<=50K
11385,29,Private,138332,Some-college,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,6,United-States,<=50K
11386,37,Private,526968,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,38,United-States,>50K
11388,36,Private,240323,Some-college,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
11389,18,Private,270544,12th,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
11390,44,State-gov,199551,11th,Separated,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
11391,36,Private,231052,HS-grad,Separated,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
11393,17,Private,126771,12th,Never-married,Prof-specialty,Own-child,White,Male,0,0,7,United-States,<=50K
11394,27,Private,328981,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K
11395,52,Private,159670,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
11396,24,Private,450695,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
11397,57,Private,182028,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
11398,19,Private,349620,10th,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
11399,38,Private,161066,HS-grad,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K
11400,46,Private,213611,7th-8th,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,0,1594,24,Guatemala,<=50K
11402,29,Private,150861,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Japan,<=50K
11403,26,Private,133766,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
11404,28,Private,200511,HS-grad,Separated,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,<=50K
11405,26,Private,50103,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
11406,49,Private,177211,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
11407,28,Private,132686,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
11408,57,Federal-gov,21626,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
11409,60,Private,52900,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
11410,38,Private,248886,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,<=50K
11411,51,Self-emp-not-inc,118259,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,60,United-States,<=50K
11412,60,Private,145493,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
11413,37,Private,219546,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,47,United-States,<=50K
11414,44,Federal-gov,399155,HS-grad,Never-married,Craft-repair,Own-child,Black,Female,0,0,40,United-States,<=50K
11415,19,Self-emp-not-inc,227310,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
11416,59,Private,333270,Masters,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,<=50K
11417,50,Private,231495,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
11418,35,Federal-gov,133935,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
11419,46,Federal-gov,55237,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
11420,18,Private,183034,Some-college,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
11421,32,Private,245487,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,Mexico,<=50K
11422,32,Private,185480,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
11424,25,Private,181814,HS-grad,Never-married,Craft-repair,Other-relative,White,Female,0,0,40,United-States,<=50K
11427,36,Private,34744,Assoc-acdm,Divorced,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
11430,56,Private,124137,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,41,United-States,<=50K
11431,17,Private,96282,10th,Never-married,Other-service,Own-child,White,Male,0,0,14,United-States,<=50K
11433,56,Private,229335,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
11434,61,State-gov,199495,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11435,25,Private,111675,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,<=50K
11436,27,Private,139209,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
11437,50,Self-emp-not-inc,32372,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
11438,33,Self-emp-not-inc,203784,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,62,United-States,<=50K
11440,38,Private,64875,Some-college,Never-married,Farming-fishing,Unmarried,White,Male,0,0,60,United-States,<=50K
11441,51,Private,41806,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
11442,27,Private,208725,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,<=50K
11443,49,Local-gov,79019,Masters,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,<=50K
11444,26,Private,136951,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
11446,37,Private,252947,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,1719,32,United-States,<=50K
11447,38,Private,170861,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
11448,33,Private,195576,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,60,United-States,<=50K
11449,30,Private,182177,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Ireland,<=50K
11450,25,State-gov,183678,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
11453,37,Private,168941,11th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
11455,17,Private,75333,10th,Never-married,Sales,Own-child,Black,Female,0,0,24,United-States,<=50K
11457,57,Private,139290,HS-grad,Divorced,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K
11458,33,Private,400416,10th,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
11459,41,Self-emp-not-inc,223763,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K
11460,45,Private,77927,Bachelors,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
11461,50,Private,175804,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
11462,18,Private,91525,HS-grad,Never-married,Sales,Other-relative,White,Male,0,0,25,United-States,<=50K
11463,19,Private,279968,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
11464,26,Private,77698,Some-college,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
11465,41,Private,113491,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
11466,29,Private,202878,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
11467,27,Private,108431,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
11468,35,Private,194490,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
11470,22,Private,136824,11th,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
11471,25,Private,143280,10th,Never-married,Priv-house-serv,Own-child,White,Female,0,0,24,United-States,<=50K
11472,26,Private,150062,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
11473,27,Local-gov,298510,HS-grad,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
11474,26,Private,177147,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,6849,0,65,United-States,<=50K
11475,51,Private,115025,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11477,60,Private,83850,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
11479,24,Private,229773,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
11480,40,Local-gov,196234,HS-grad,Divorced,Craft-repair,Own-child,White,Female,0,0,40,Puerto-Rico,<=50K
11482,65,Private,80174,HS-grad,Divorced,Exec-managerial,Other-relative,White,Female,1848,0,50,United-States,<=50K
11483,38,Private,122952,HS-grad,Separated,Craft-repair,Unmarried,White,Female,0,0,35,United-States,<=50K
11484,18,Private,123856,11th,Never-married,Sales,Own-child,White,Female,0,0,49,United-States,<=50K
11485,24,Private,216181,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
11486,52,Private,180062,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
11487,21,Private,188535,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,44,United-States,<=50K
11489,64,Self-emp-not-inc,170421,Some-college,Widowed,Craft-repair,Not-in-family,White,Female,0,0,8,United-States,<=50K
11490,25,Private,283087,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,<=50K
11492,39,Self-emp-not-inc,34378,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
11493,26,Private,380674,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,52,United-States,<=50K
11494,19,Private,304469,10th,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,<=50K
11496,26,Private,205109,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
11497,38,Private,99156,HS-grad,Separated,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
11498,45,Private,97842,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,65,United-States,<=50K
11499,18,Private,100875,11th,Never-married,Other-service,Unmarried,White,Female,0,0,28,United-States,<=50K
11500,51,Private,200576,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,63,United-States,<=50K
11501,36,Private,355053,HS-grad,Separated,Other-service,Unmarried,Black,Female,0,0,28,United-States,<=50K
11502,37,Local-gov,117760,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Male,4650,0,40,United-States,<=50K
11505,21,Private,170108,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
11506,33,Private,192663,HS-grad,Separated,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
11507,23,Private,526164,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
11508,52,Self-emp-not-inc,146579,HS-grad,Divorced,Sales,Unmarried,Black,Male,0,0,40,United-States,<=50K
11509,28,Private,60288,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
11510,23,State-gov,241951,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
11512,17,Private,218124,11th,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
11513,22,Self-emp-not-inc,279802,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,3,United-States,<=50K
11514,40,Private,167919,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11515,90,Private,250832,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
11516,28,Private,193158,HS-grad,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
11517,44,Private,172032,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
11521,27,Private,134890,Bachelors,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,<=50K
11522,60,Self-emp-not-inc,261119,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
11523,33,Private,119409,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,0,0,40,Columbia,<=50K
11525,19,Private,184207,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
11526,28,Self-emp-not-inc,191027,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
11527,22,Private,207782,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
11528,48,Self-emp-not-inc,209146,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
11529,19,Private,187724,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
11530,28,Private,66777,Assoc-voc,Married-civ-spouse,Other-service,Other-relative,White,Female,3137,0,40,United-States,<=50K
11531,58,Private,158002,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,<=50K
11532,19,Self-emp-not-inc,305834,Some-college,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States,<=50K
11533,22,Private,211798,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
11535,31,Private,36302,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
11536,50,Self-emp-not-inc,176867,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,40,United-States,<=50K
11537,62,Private,169204,HS-grad,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
11538,26,Private,38232,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
11539,64,State-gov,277657,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,<=50K
11540,38,Private,32271,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11542,28,Self-emp-not-inc,226198,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
11543,19,Private,28145,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,52,United-States,<=50K
11544,39,Private,140477,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,<=50K
11547,36,Private,316298,Bachelors,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
11548,39,Private,203070,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,49,United-States,<=50K
11549,51,Self-emp-inc,103995,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
11550,28,Private,176137,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,<=50K
11551,40,Local-gov,39581,Prof-school,Separated,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
11552,27,Private,506436,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,40,Peru,<=50K
11553,32,Private,226975,Some-college,Never-married,Sales,Own-child,White,Male,0,1876,60,United-States,<=50K
11554,49,State-gov,154493,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,44,United-States,<=50K
11555,34,Self-emp-not-inc,137223,10th,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
11556,24,Private,102323,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
11557,54,Private,257765,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,<=50K
11558,52,Private,42924,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
11559,43,Private,167599,11th,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,25,United-States,<=50K
11560,35,Private,52738,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,<=50K
11561,56,Private,98418,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
11562,30,Private,381153,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
11563,54,Private,103700,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
11564,35,Private,298635,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
11565,32,Private,127895,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
11567,32,Private,281384,HS-grad,Married-AF-spouse,Other-service,Other-relative,White,Female,0,0,10,United-States,<=50K
11568,60,Private,181200,12th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
11569,40,Private,257364,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,45,United-States,<=50K
11570,50,Private,283281,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
11574,53,Private,95864,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,0,0,35,United-States,<=50K
11575,45,Private,27332,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
11576,23,Private,24395,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,<=50K
11577,25,Private,330695,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
11579,28,Private,116372,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
11580,27,Private,38599,12th,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
11581,19,Local-gov,202184,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,United-States,<=50K
11582,24,Private,315303,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,<=50K
11583,38,Private,103456,Bachelors,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
11584,24,State-gov,163480,Masters,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
11585,18,Private,317425,11th,Never-married,Other-service,Own-child,Black,Male,0,0,7,United-States,<=50K
11586,58,Private,216941,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
11588,43,Private,186396,9th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,20,United-States,<=50K
11589,45,Private,273194,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,3137,0,35,United-States,<=50K
11590,24,Private,385540,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K
11591,63,Private,201631,9th,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
11592,40,Private,439919,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
11593,21,Private,182117,Bachelors,Never-married,Other-service,Other-relative,White,Male,0,0,20,United-States,<=50K
11594,20,State-gov,334113,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
11596,47,Federal-gov,211123,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11597,48,Self-emp-inc,38819,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
11598,61,Private,162391,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1651,40,United-States,<=50K
11600,46,Private,264210,Some-college,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,20,United-States,<=50K
11601,18,Private,87157,12th,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
11602,20,Private,155818,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
11603,28,Private,243660,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
11604,57,Private,134195,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
11605,56,Private,238638,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11606,33,Private,159929,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
11607,19,Private,198668,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
11608,29,Private,215504,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
11609,30,Private,158002,Some-college,Never-married,Craft-repair,Other-relative,White,Male,0,0,55,Ecuador,<=50K
11610,53,Local-gov,35305,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,57,United-States,<=50K
11611,25,Private,195994,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K
11612,44,State-gov,321824,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,<=50K
11613,22,Private,180449,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,28,United-States,<=50K
11614,40,Private,201764,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
11615,30,Self-emp-not-inc,226535,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
11616,51,Private,136121,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
11617,17,Private,47199,11th,Never-married,Priv-house-serv,Own-child,White,Female,0,0,24,United-States,<=50K
11620,34,Private,734193,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
11621,41,Federal-gov,192589,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
11622,32,Private,326283,Bachelors,Never-married,Other-service,Unmarried,Other,Male,0,0,40,United-States,<=50K
11623,32,Private,207284,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
11624,47,Private,109089,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,<=50K
11625,50,Private,274528,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
11626,77,Private,142646,7th-8th,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,23,United-States,<=50K
11627,33,Private,180859,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
11628,47,Self-emp-inc,188610,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
11629,64,Private,169604,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
11630,34,Private,260560,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
11631,34,Local-gov,188245,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,<=50K
11633,37,Local-gov,52465,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
11635,50,Self-emp-not-inc,219420,Doctorate,Divorced,Sales,Not-in-family,White,Male,0,0,64,United-States,<=50K
11637,46,Local-gov,183168,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,<=50K
11638,43,Private,168412,HS-grad,Married-civ-spouse,Sales,Other-relative,White,Female,0,0,44,Poland,<=50K
11639,48,Private,174386,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,El-Salvador,>50K
11640,36,Private,544686,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,2907,0,40,Nicaragua,<=50K
11641,48,Private,95661,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,<=50K
